score,content
5,decided to give this game a try after seeing multiple post about how good the game was at the beginning i thought just another anime ish cartoon ish type of game and thought that after playing it for days it would get boring however that was not the case the graphics are impressive the story is really good and there is a lot to do i do not consider it pw because you can get primogem easily by completing achievments and exchanging for other usefull equipment items great game
5,this is by far my favourite game i love the storyline the places the characters the design the only issue is that genshin is not at all new player friendly if you were to start playing now four i think it would be overwhelming mostly because in order to level up a character you need certain resources from places that could take a long time to unlock and you should not rush other than that i really really enjoy genshin
3,do not get me wrong i love this game and used to be obsessed with it but now i cannot even play it due to it crashing everytime i start it my phone is absolutely fine so i cannot point it onto that i can barely get past the loading screen and when i do it crashes as soon as everything starts loading the one time i have gotten it to get past these screens was when i restarted the app at least five times and then it crashed as soon as i teleported please fix this issue i want to play again
5,so far best mobile game i have played in years only spent about six seven hours in the game so far and i already plan to play for the forseeable future no in your face monetary options the game runs smooth the combat is fun and easy to pick up and i appreciate the party implementation the amount of freedom they give you is amazing from climbing mountains to using a freaking glider and no limit on exploration as to what i have seen so far highly recommend
4,amazing game i like the colours the vibe the style and story probably not the first time you guys heard this but its just that the lack of content maybe its because some story quests are too short and give too little rewards the resin system feels too little or too low another would be the events are a little boring also anothe problem would be chest respawns the problem is that they dont
5,game looks and plays beautifully but my audio stops working after hour of game play i have repeatedly re installed the game to temporarily fix the issue but the audio goes mute after hour again i am using a flagship device please revert as i need this fixed i have made in game purchases i want the complete experience
4,overall great game the graphics are beautiful the characters are pretty cool the world is just masterfully built however i have my complaints to start off the resin system is atrocious workable but atrocious its constantly just trying to stay afloat and running out very quickly the gameplay gets extremely repetitive ar twenty plus however that is understandable as only two of the seven over eight regions have been released so the other content is gonna take a bit seriously tho the resin system is bad
4,this is one if the most visually impressive mobile games i have ever played its a really well put together story and the combat is very smooth the one thing that slightly bugs me as a zelda fan is that this is blatantly a copy of breath of the wild the game mechanics shrines temples enemies etc are basically ripped right from botw what saves the game is that it is a great copy so it a does not bug me much because its so fun to play and feels like playing botw on mobile which is great
5,i am very pleased with my experience thus far high points for me the gamplay is fun in particular exploring and combat the aesthetic is beautiful the story premise is promising minor low points for me there are occasionally moments of lag but i am not sure if it is the games fault the joystick control is fixed in place unlike other games where the joystick centers on where my thumb or finger initially touches the screen it is not bad but takes getting used to
5,it is literally ripping off the mechanics of legend of zelda breath of the wild same sparkly items same running insects same stamina same climbing sprinting same encampments and crates and boxes little puzzles and challenges and i hate that i love it but the story is actually intriguing the voice actors are good the animation is wonderful it is only been like four days and it is already on the app store in adventure only thing i hate you cannot leave the app for seconds or it closes
5,definitely the best free online game i have ever played everything about it is amazing the graphics are just amazing and this game definitely deserves more attention and support no problem with the game so far as long as you have a good phone or pc but i do have request though i wish that every month or two the chests except luxurious will reset i hope your character can hang out date with some of the npc or the playable characters just for fun and more storyline
4,overall the gameplay is fantastic the fighting mechanics is so well polished and unique good storyline good voice acting soundtracks etc what i do not like about it is the resin system and the way on how you level up your characters currently i am arfour i played for a month now after reaching ar thirthy and when you have maxed all statues and collected all chests there nothing much to do anymore because if you need to progress you need resins which is very slow to regenerate
2,great game i play it on pc all the time the android version had an extreme oversight though in that there is absolutely no controller support the drop down to change from touchscreen to something else is there but nothing shows up honestly pretty disappointed by that because the touchscreen controls are really bad will update if they ever change this but for now i am sticking to pc
4,i really enjoy this game hard to believe i get the same amount of content as the console version on mobile i only wish there was controller support for the android version of this game it is not easy to fighting tough enemies with the screen controls other than that the soundtrack graphics and story and characters make this a great overall experience
5,this game is one of my favorite games of all time it includes open world experience which is something most people including me love it is an rpg so we get to level up our characters through work which i find very entertaining the design is incredible and so is the music i reccommend this game to everyone the plot is incredibly thrilling and funny a small piece of feedback is the resin it is not that the cap should be increased as it will take longer but the resin regen overall five
4,this game is overall amazing the graphics are great and the character designs are stunning the one problem i have had with it is having the game overheat my phone ipad depending what i am playing on and the game also tends to crash every hour or so the graphics and good quality make up for it though exceeded my expectations for a free game
4,the game is pure eye candy and a joy to play for newcomers veteran players however have slim pickings there is not a meaningful amount of late game content you are really only left with daily commissions and bi monthly abyss resets there is also a major lack of usability settings on all platforms such as an unlimited fps option more granular resolution options as well as gamepad support on android addressing these issues and better communication would go a long way for the game
5,incredible i am not sure what i was expecting when downloading this game but it has exceeded every expectation my highlights immersive story gorgeous character and world design huge open world map with loads to discover genshin impact plays much more like a console game than a mobile game while there are in app purchases they are completely optional i actually cannot believe how many hours i have played so far without making a dent and completely free at that i highly recommend
5,literally the best game ever i started playing it for the botw esque game play but quickly realized that this is far more than a simple copy and paste the graphics are stunning characters are well fleshed out and developed and the story is complex and gripping it combines strategy action and exploring in a masterful way that keeps me coming back the gacha system can be annoying but it makes getting special characters all the more rewarding tl dr get this game now
5,absolutely love the game the characters story line quests and the graphics are absolutely beyond my expectations it is certainly one of my favourite games of course its a different experience for everyone and unfortunately you will need alot of storage space for this which means it can run a bit slow at times probably just means you need to free up some room but otherwise i am in love with this gameten over tenrecommend
4,straight forward amazin but i never played such a large game in mobile i have a four gb ramthis will not provide stability to most of the phones usedeventhough it works somewhat for example the dragon cannot be seen while i play it glitches and crashes after five mins or so love the character development environment gameplay add options to custom the gamepads other than that the game is legit love it hoping for improvements in the next update
4,the game is super fun and the plot is intriguing i enjoy the colorful cast of characters as well as the aspect of having your own home amd decorating it as you see fit if i had one complaint it be that the system of getting new characters is a bit hard but not enough to really dissuade me from playing or from trying again i was kinda saddened to see we couldnt get clothes from other regions for the traveler but it is a small nitpick not a real problem
4,the game is great storyline is amazing graphics is outstanding minor issues and bugs but that is okay for a new game my issue is the bug i encountered on stormbearer point i fell off the cliff and tried to open my adventure book to locate my next boss but the game glitched and i was stuck unable to do anything for awhile hope this bug gets fixed other than that this is an really great game
2,i am not seeing any change whatsoever after a year and a half of the games release sadly the resin lock makes artifacts too hard to farm and it is even more frustrating that they are so random it is hard to level up all the characters you want as well maybe if they were a bit more generous and gave out more fragile resin from quests and events or hell even as an abyss reward the experience would be better it is a shame because the world building is very nice
5,it is an anime style version of zelda breath of the wild i enjoy it because i love the cute and pretty art style and i loved the playstyle of breath of the wild lots of fun and you do not need to spend money to get far in the game i like that you can play on both pc and mobile for days when i am too lazy to set up my computer i have a very old pc that takes a bit to start running only critique is i wish there was more multiplayer things to do most quests cannot be done in multiplayer
4,i was skeptical at first but i fell in love with this game right away but i am a mobile player and the controls and camera are just not as friendly for us i currently do not have any archer characters in my party ever because it is too easy to die while aiming due to having to adjust the camera constantly with no fine movement controls also the audio is crackling and sounds really distorted following the latest android samsung software update please fix this i love it overall
5,very engaging love the game but like most games the main storyline gets a bit grindy and you must be at a certain level to progress at certain parts this is mitigated by having a menu that will plot a bosses location on the map that has an item you need i think they should increase the amount of resin you can hold at once otherwise it takes forever to get all the items
4,the cutscenes lag like no tomorrow and occasionally the game crashes itself but overall i greatly enjoy it my biggest complaints are that for mobile users like myself catching critters is a pain and aimed mode is buggy as all heck and is overall inefficient to use archons save you if there is a timed archery challenge that stated it is a very fun game with dynamic characters and interesting plot lines and i cannot wait for the next story installment
5,the game and story is fun and addicting but once you are done with all of the quests in the game there is basically nothing left to do it is still good though the play style of each and every character is unique and the music choice is calm and relaxing it is soothing to listen to i love it the map is massive and there is tons of chests to get no problems in the game so far in my opinion pretty fun and addicting at the same time i will continue supporting this company in the future
5,all in all one of the best games i have ever played best story graphics designs scenery character and many more my only problem is that in my device oppo aninefour there are no damage number and the freeze reaction at water body is not visible i do not know if it is on the device or in the game system but if it is in the game system i hope it will be fixed thank you thank you
5,loving it the graphics are amazing the story plot is engaging all in game missions and other activities are not repetitive the voice actors characters are just so well rounded finally you can do whatever u want while playing tbh explore cook mine hunt help people by doing random quests get to know the city and teyvat in general read books farm etc last thing the animation is just so smooth and pretty i cannot say enough about genshin it is everything i wanted in a game
5,right off the bat the game looks like a high end indie game made for pc which had me a little worried at first since my experience with third person mobile games are not the best this game beats all of them and then some it runs so smoothly on my relatively cheap android phone no internet problems here though connectivity does seem to be a problem for others i have yet to experience it storywise it is fine the voiceacting is superb though and makes up for what the story lacks
5,this a a true aaa game but free and on mobile the graphics are beautiful the gameplay is fun and plentiful the characters and enemies are varied and interesting this game has it all one of my favorites of all time and the two acts and regions in the game are only maybe twenty percent of whats to come the gotcha system is a little intense and kind of a rip off if im being honest but i love it anyway eight over five keep up the great work
2,the game graphics and combat system is great however the adventure rank requirements for thr next missions are very annoying not only that but obtaining primogems and getting good characters takes too much time that not a lot of people have the drop rates for the heroes are extremely low i spent fifty and got absolutely nothing good in return now i only play this game at least once a week for at least five minutes
5,it is a good game i will not lie i have been playing it for a couple weeks but eighty of the gameplay is traveling yes you can teleport but you will not collect any items if you do that walking is really slow and running is limited it would be nice if we could ride something like horses or an original animal also dying in water is the worst could we use boats or something else
5,this is by far the best rpg for mobile i have ever playedten over tengraphics gameplay story characters style and overall user friendly to get into it from the get go my and only complaint so far is not being able to use a controller touch controls are superb so no issues i am old school i guess and still like the choice and preference of using a controller my hope is that option becomes available in the near future as well as it being released to all gaming consoles
4,this game is a must play the graphics are clean and controls are simple enough the reason why i gave four stars is that your phone quickly gets hot and the battery drains fast there is also some server lag if you go though an area with lots going on like cities i have only have played for an hour so i will edit my review once i experience more of the game
3,great game and has alot of potential the only concern is how hot my phone honor twenty gets while playing i have reduced the graphics and the fps to try to minimise this unfortunately no change so i can only play in short increments which defeats the point of playing if the techs can find a way to put less strain on our devices the five start it would be
5,i love this game with all my heart the story the graphics the gameplay the gatcha system may be flawed at times but by all means it is not an unfair game to free to play players exploring the map is amazing every update in regions is fantastic and exciting however it is a pretty time consuming game and it is very heavy on the phone last time i had it installed i basically had to delete everything else and the memory was still low
4,great game i enjoy playing it alot i just have one issue whit the new event misty dungeon please make it so that enemies cannot get you stuck in walls it has happened multiple times and every time iv been pushed against a wall an enemy comes and somehow manages to stand below me while i get pushed in the air and stuck in a wall the worst part is that the only way to get out is for the enemy to move so i can get on the ground again but they just refuse to move please fix this problem
4,beautiful game from one look it is just another fantasy rpg but the story is actually very entertaining and the game mechanics have features that do not exist in any another rpg you will see what i mean the only issue i have is with the aiming i find it hard to position my crosshair carefully as the screen is very wobbly would you please add an aim assist feature the helps players find their targets slightly without being an aimbot thanks
5,redownloaded after a while and still one of the best games for mobile story is still amazing tho it runs out of story content really really fast but for me the combat is kinda shallow i also noticed there is always a stutter from time to time and most apparent during combat it does not matter whats the graphical setting the frame will always stutter on occasion hope it will be fixed soon pls and tq midsummer isle event is super duper fun the exploration puzzle solving was the best part
5,i have had a great experience with the game the story is great the way you grind for resources is great the graphics etc basically everything is great except things my phone heats up to dangerously high temperatures when playing it goes as high as fifty eight°c it is insane that is right where a phone battery can combust randomly i am using a redmagic six pro with the cooler and yet it heats up so much game drops frames as low as fps the censoring is very useless and unnecessary
4,the graphics gameplay and characters are all exceptional the music is perfect however the developers should really find a way to make the artifact rng a lot less brutal it is utterly ridiculous to spend months in a single domain in the hopes of getting decent artifacts at the very least i love the game and i do not mind spending money on characters that i really want to get but the repetitively merciless rng on artifact farming sometimes takes away the fun and enjoyment from the game
5,i do really like this game i just wish it did not have to take up so much space it can be very laggy at times during any scene with the dragon in mondstat it would constantly flash random colors of blue and purple because of how badly it affects my storage and how poorly it runs on mobile i had to delete it overall pretty good based on what i have seen if these problems can be resolved i would give it another try
4,this game is gorgeous and fun and so easy to lose track of time playing i get really sucked into the world it does take up a lot of space but i feel it is absolutely worth it i have it in my phone and on my playstation though playing on mobile can be really tricky at times i recently learned i can connect a bluetooth controller to my phone but there is no setting on mobile for a controller option
5,it is incredible it has a lot of features found in the legend of zelda breath of the wild so it is quite enjoyable you can explore the world come across monsters pick up things like fruit that you find hunt animals etc the graphics are breathtaking as well and unlike a lot of games similar to this the dialogue is easy to understand and isnt broken english its obvious a ton of effort was put into this game but it isnt a game you should be getting if you have a slow device
5,a great free world experience with many things to do vast map to explore many quest to do the graphics is great but there is some refinement issue with certain not so smooth experience if combo attacks have been given then that would have been great yet the attacks are on par there is some issue in item pickup with late response and delayed command which can be improved with coming updates good recommendation
5,extremely fun amazing story unbelievable graphics the only problem but might only be my internet or phone is that it lags nonstop which makes it much harder to kill and climb move around the stamina and damage taken still go at normal speed but movement speed is limited the skill cooldowns also goes much slower but time challenges go at regular speed that makes the challenges almost impossible if you can fix it this game would literally be perfect otherwise i still recommend ninety nine ninety nine
5,well speaking of mmorpg i have played many games so far but genshin impact attracts me the most the texture and gameplay is smooth enough to be played in a fair and side this games color contrast and graphics are beyond and to be available in mobile its a big deal we got there but me and my friends have found many bugs on the list hope it will be fixed soon
5,absolutely gorgeous although my phone is quite old and is not able to support the cutscenes it lags quite a bit i am still very happy with this game it takes up a lot of space but the graphics make up for it the game plays beautifully on your phone for main archon quests of course some boss quests and challenges are better played on pc but that does not mean you cannot have fun on mobile all in all a breath taking experience that i still love
5,it is the newest best game i have ever played first off the artstyle and the world looks real great i am pretty sure that was hard work paying off second was the characters their voice and their personalities and lastly the game itself was great and wholesome best game in a long waited while edit the update is great we get to see a new story and the continuasion of the archon problem but i really want to find a way to redo missions and cutscenes without having rewards is that possible
4,good game but it takes way to long to start also the downloading of all the things that it needs takes hours and if for some reason it stops then it have to do the downloading from the start due to the very slow way for the game to start i have not been able to play much but from what i have played is one of the most amazing games combining rpgs and gachas so i nevertheless enjoyed the game i do not know if the problems i mentioned only happened to me if so it is ok but pls fix them thanks
2,this game clearly has a lot of heart put into it with what could be an interesting plot and interesting characters but the main story quest is such a bore with hours and hours of unskippable dialogue that all seem to amount to the same thing and little actual gameplay in comparison sometimes you are forced to do character quests in addition which also have way more dialogue than necessary if there was a skip button to skip entire scenes maybe it would be a bit better
5,love the game the music scenery and graphics are incredible for a free game i am yet to spend a penny on wishes etc and still have great characters that have all progressed if you are willing to put the time in which is made easier by the fun gameplay and great graphics then you will be able to have loads of fun without paying
3,the prices could be adapted to each country reality in brazil the prices are really high in comparison to other countries like usa it needs more attention so we can have a fairer game experience by the way i love the game i feel inspired by the design and the world it helps me to feel good when i am in a bad mood i love so much the characters i feel connect with them and with their stories the gameplay is very fun
5,best mobile game i have ever played i cannot believe it is free it does have breath of the wild vibes but it is definitely a game of its own it has an in depth story gameplay and visuals i have enjoyed playing it so much i downloaded it for my computer and i plan on getting the nintendo switch version one released the continuous support and update of the game is great as well if you always wanted the console experience on your phone definitely download this game and give it a try
5,i truly love this game with the wishing system being really interesting and with the quests being really fun to do the best part of this game is with all sorts of puzzles but can sometimes be frustrating with being able to climb glide and go all sorts of stuff with gajets and able to play with other players is really fun you do not have to play turn based but you do need to be able to know how to level up your characters and help them be stronger we all start somewhere in this game
2,well i was gonna give this a game a good review it had good graphics i love the open world good music too but now everytime i launch the app and begin the game now it freezes on the loading screen and waiting is not helping and re downloading it does not fix the problem i have tried the other options that usually help but no so i guess it was nice while it lasted which was not even a whole day really a disappointment so thanks for wasting six hours of my life
5,this is by far one of the best games i have ever played in my life its soo realistic the quest are sometimes challenging which makes it even more fun to play it is soo cooolll
2,it is a gorgeous game with amazing graphics engaging characters and a beautiful storyline but there is a glitching sound during the cutscenes and whenever a character speaks that makes the game unplayable and unpleasant not sure what causes the issue but it ruins the game for me i hope there is a support team i can contact i am not sure if the issue is my phone or the game
1,the download takes way too long i couldnt even play the game since my phone died first before the download wad done
2,the game restarted to the beginning pls fix it
5,the game has been a joy so far i have not encountered any bugs or issues with the gatcha system having registered before release was able to obtain a nice array of characters graphics are beautiful combat is excellent the storyline developing nicely if somewhat aimed at a younger marker as always it will be end game where issues with grind or pay to win start emerging it is too early to predict how this will go noone should be adverse to paying for a good game though
4,i have been playing since four ver my summary combats two artifacts one gacha four exploration five graphic sfx five story five if you want a skill based combats this game is not for you with the worst unimproved artifacts rng it will be impossible to deal ideal damage moreover the combats are bland clunky and too slow for me the enemies patterns are not exciting to play too then all you do is tap skill change teammate tap skill tap burst yada yada others great
4,great game it would be five star but wish i could play with my backbone controller please add the compatibility how come iphone is supported but not android i have had to stop playing since i got my backbone using the screen sucks
4,amazing its so fun to play and to level up butmi have a hard time when i am in the snowy mountain highly dangerous in the game it is really nice to play but it glitches alot i am on a chromebook ios but the game would glitch and kick me out sometimes and on my chrome i cannot hear the persons voices i do not understand the meaning of the game and story but it is fun only problem it takes up a bunch of storage but otherwise it is a win win situationten over tenhighly recommend for anime lovers
5,casual relaxing eh hem abyss game that is phenomenal on pc but convenient on mobile game music is amazing character designs diverse with breathtaking scenery there is no endgame content so take your time enjoying the game
4,almost perfect in my opinion only setbacks being the lack of control customization controller support and most importantly how it heats up my device by a lot its a galaxy s ten so not too low in the settings department to the point where i fear for the longevity of my phone if i keep playing even though i am doing so in the lowest settings possible for the game other than that yes it checks all the boxes of an awesome game
3,i give star for some reason good storyline good story environment time grinding needed for the artifacts n lvlup four its a gacha game need good pull spend money five map too huge to explore six a lot of quest to do seven chara background interesting eight lot of storage used nine story quest since update i cannot download the update and wondered am i the only who cannot play after this update as everyone can see theres a lot of than in my review please check
3,i am enjoying this game so much but i do have one huge complaint why is there no cotroller support for mobile a fast paced game such as this need something better than on screen touch controls even the touch controls are not very customizable as i would like to be able to change the locations of the joystick and buttons you have controller support for pc and it works great so i would not think it is out of the question to ask for it otherwise great game
4,the fontsine update pulled me back from almost quitting the game its amazing it is awesome to explore underwater this is the start i know but would be awesome if we can attack underwater with some other methods if not with the character skills anyways great work but i couldnt believe when i saw the update it was of gb in pc same as that of the game size itself i mean really
3,fantastic and beautiful however keeps crashing i do not know what to do i have cleared the cache and data i have looked online to find a fix and i cannot make it right i load the game and anywhere between twenty seconds and a few minutes the game crashes every single time was not like this before the update and now it is so frustrating i want to delete the game minus the crashing it is a really fun and relaxing game to play
2,the story lines are interesting characters design are fantastic therere many places to explore the events are okay the sceneries are absolutely breathtaking overall the game is fine i would definitely recommend others to play it the problems i have with this game is that it took way too many storage space not only that it is rly laggy and the screen would sometimes freeze it is rly annoying pls fix it
4,good graphics but no as much as expected of that size eight gb
5,truthfully i did not know what to expect when i first downloaded this i was doubtful due to the large storage after version update the audio would sometimes lag but other than that i love the characters especially zhongli the graphics are decent but the effort put into the graphic design is most definitely astonishing other than storage and audio quality issue this game is amazing
5,i luv this game so much and not just the graphics are good the characters are made by perfect details and beautiful names
1,used to be fun not anymore more interesting games are out there and they still manage to keep thier players entertained but just not this one
5,i have been playing for a year and really enjoy it they are constantly fixing issues and making the game more streamline along with adding new events characters and items it is different to play a game thats story is still in the works and being added with each new version but i do not mind the gradual reveal on top of the game being free they are always giving out stuff there is also absolutely no pay to win aspect
5,great graphics the music department is absolutely amazing the mechanics are easy to understand the characters have different personalities the stories are good despite this it has its flaws after you have finished the story there is almost nothing to do especially when there is resin that further limits your activities and takes long time to refill only one end game content nothing to keep you hooked after you finished main story and the devs does not seem to listen to its community
5,play the game on my laptop and enjoy it there but this game takes up around a of my phone space and i cannot put it on my phones other larger memory card so unless you have a really large storage as part of the base phone it is not really playable on phone but again i really enjoy the game and hope it continues i want to see the end of the story hopefully some characters get buffed so all characters are fully viable throughout this game also please add backbone controller support
4,the graphics gameplay and controls are outstanding i rated this four stars becauase of this bug the game constantly closes from time to time their are not issues with my device storage space aswell as my ram but i still cleared alot of space to see if that is the cause of the problem but sadly no even though i have cleared a large amount of space even cleared cache it still closes from time to time which can be very annonying i hope you fix the bug and if you do i will be sure to change my rate
5,this game is beautiful the world is huge and always has new things to find the puzzles arnt too difficult but do require you to pay attention to complete the sounds are fitting and the music is quite lovely the characters look awesome and the combat is fun there is no auto fighting which i love there are a few glitches though the only one i saw was that sometimes items glitch through the map before you pick them up also it says you can play with friends but does not tell you how
5,very great there is some lag here and there but that aside everything is great the storyline the character building the lore the music the character design etc etc i love this game been my comfort game since twenty twenty two update i love co op with randoms but since i am in asia server lots of them cannot talk in english so communication is quite hard i hope there is something that could be done with this examples auto translate edit after four point two randomly the game would crash
5,i really enjoy the gameplay the storyline is amazing everything about genshin impact is amazing i like how big the map is for a open world type of game the graphics are spot on and for it all being a mobile game is pretty astounding keep making games like this
3,i have been playing for years now i wanna speak up my only issue the only issue i have is that there is not any way to fix it it just sucks that you cannot change the gender of the traveller once you picked it i chose lumine yet it felt rather off when the male traveller is considered the main character of the game it is immersion breaking and a simple change can fix that and would also be good for those who wanna pick the right gender they wish to see in the story cutscenes
1,using chrome os it was fine and run smooth before but suddenly it lags so bad and black box on scene such as trees are so annoying idk what happened it did not even got an update
5,the graphics are beautiful tho you need a good device for it to be very clear or it is gonna be kinda blurry i like the music the places to explore and characters are definitely my favorite things about this game it is okay if you do not spend any money on it too it is just that you need to grind some more to get the characters you want comparing to the ones who do spend as someone who just deletes games quickly due to being picky i have been playing this for about a year now
5,genshin impact is my favorite game but i am a mobile player so genshin updates are my biggest enemy it took eight hours to complete the genshin impact download but i really love this game i love nahida yanfei and other characters design genshin impact is a very good game but not very good for my storage good job hoyoverse
5,i love this game but this game still has a lot more room for improvement especially in co op there are still many regions left and there are still maps that are too clean for exploring and no this is not your typical mmo rpg it is more of a world of immersion atmosphere and world building instead of your typical auto move auto battle system hate those features takes out the immersion of a game appreciate every nook and cranny of the map it is definitely worth it thanks
5,the game is amazing the graphic are amazing for this being a phone game the controls and gameplay are very smooth my one problem is when the characters talk there is a little buzz to it like the sound is too loud for my speakers i have even turned down my volume and put on ear buds but its the same result overall the game amazing
5,this game is cool a lil bit of bugs but meh no worries i still like this game my friend invited me to play this game tho amazing
5,very good game and graphics animation is high level in this game detailing is very good phone like pc
4,the game is great the world is huge and there is many different character modifications and team modifications that you can do you will never get bored of this game and they are still always rolling out special features and new characters the only negative point i have for this game is the fact that there is no voice chat when playing in co op mode and typing while playing is really uncomfortable and difficult the next update also needs to have vehicles
5,this is a great game and i have been playing for roughly two years the graphics the characters the story line and events are all exceptionally well done however the only problem is that it consumes a lot of mobile storage which pretty much makes it difficult for many people with comparatively less storage to download therefore i hope hoyoverse will try to do something about the storage issue all in all its a great game
5,genshin impact is an amazing game i would really recommend it it is helped me make videos and that what help me if you want to see my videos go to crystalshade or isabell and furina is literally my fav character
5,this is an absolutely brilliant game it will take a few months to clear out the current content and the game is set to recieve updates for the next few years the only problem was that the anniversary rewards werent great this was a serious put off for a lot of players but this does not directly affect the game play experience whatsoever especially for a new player overall the beautiful open world interesting storyline unique characters and amazing music make this a must try game for sure
3,i have the lg velvet and for some reason the ground is black and patchy everything else is fine i love the game it makes time pass by beautifully especially with the ambient music in the background the fight mechanics are simple so are the flight controls ill be honest i did have to look up some guides and stuff because the game doesnt exactly give you a step by step guide but its entertaining enough to keep playing even with half assed graphics for some reason please help me out devs
5,very good game good quality graphics music and story to the point that it touches my heart really like the regions so far and look forward to more content of course there can be some improvements made such as the occasional grammar errors and random glitches but considering that this is such a huge game it is hard to patch all the bugs
4,the only complaint i have for the graphics is that i have a crazy powerful phone that tanks this game like it is nothing i would like to see the graphics option allow for distant object to still render as it would on pc or playstation something like a fourfortyp upscale would be cool but i am not sure but i believe that is a thing already controller support needs to be a thing too all in all its a beautiful world and the story is so far well crafted great work keep at it
5,it is actually fun very beautiful great stories and most of all ofc is the characters they are perfect the design is perfect the voices are perfect and most of all the personality are perfect
1,pay to win game the wish system is really bad and every new character powercreeps the other disgusting
5,really an incredible game with a dynamic start and a lot of content in the beginning it lack a bit as the player increase in level but the frequency of events and the very deep lore kinda make up for that plus there is still all the exploration part character building abyss and so on the gacha part is neither good nor bad and of course the game is beautiful and quite fun to play on pc at least
2,with the hype dying down i see that the developers still choose to ignore the sentiments of the players about the game some of which that comes to mind are limited resin for the growing number of domains limited end game content spiral abyss and stupidly biased rng in artifact farming it even gets infuriating when we consider that their other game wherein these similar features are properly recognized and addressed by the developers despite of its status as a newly launched game
5,great experience as a mobile game it is been a while since a mobile game has this much effort put into it it is a really fun open world gacha game with awesome graphics the gameplay is quite average as the controls in mobile are not as simple as the one in pc some transitions when going from one screen to another seems to be a bit buggy such as entering the wish area from the wish button sometimes keeps your adventure hud overall great game great potential needs more improvements
4,great game with no end content and a very expensive wishing system take your time through the story as it gets boring and repetitive once you finish the main quest line
5,the game and gameplay is really cool the game is really responsive and lag free the only problem i found is that some open world noises are not properly mastered and they give out and awful sound other than that good job edit i tried out the game on pc and it works flawlessly the only minor thing i noticed and would be happy to see is to allow key binding changes on the pc version some of the controls are not user friendly also the phone i use to play is samsung galaxy s ten
4,i am finding the game a lot of fun to play it is a lot like the games that are played on the playstation or the xbox i love the cut scenes the plot and the animation they all are amazing and make the game so much better the only issue i have is that i do not think something like this game should be on phones mainly because my phone at least cannot handle it i am not getting that high frame rates so if you decide to play the game get it on a pc or playstation five
3,it is a great game but every time i see water it is weird and it shoots blues at me sumuru do not know if i spelt that properly is the wort my screen is covered in blue most of the time and i had to follow my sister through sumuru only using the map
5,this is game is amazing i really love the quality i play it on my note ten phone the only downside is that the controls are difficult to use when trying to aim and shoot an arrow i just wish it would auto align because for a phone its just too small to control it well if you know what i mean overall its a great game it makes you think and solves puzzles i like that the puzzles are not that hard and that they reward you with a special scene if you get it right it flows with a story
1,takes up a lot of space but love the story and gameplay
5,i love everything about this game but i hope genshin could make a voice chat option so we can communicate during co op mode other than that i give this game ten over ten
3,the download size is too big could you please make it smaller i am on mobile and i only have gigs worth of storage and it is like two hundred nine or something like that
4,feels like a console rpg so far it is a lot of fun
5,the game is great five stars for overall performance characters landscape quests mobs music weapons and overall playability the only problem with this game is that it takes a very fast and strong internet connection to play and takes a very long time to download initially everything is amazing and wonderful as long as you have good internet
